text,label
bank transfer due date credit card payment billing address.,1
receipt invoice due date.,1
research please paper temperature study humidity I need help.,0
mycelium VPD hello temperature research sensor thanks paper.,0
account number invoice outstanding balance credit card fee autopay charge.,1
study mycelium grow sensor I need help please.,0
credit card autopay charge fee receipt payment.,1
VPD temperature grow.,0
temperature contamination paper I need help humidity how are you sensor.,0
grow I need help temperature.,0
paper I need help study temperature humidity.,0
outstanding balance due date charge wire transfer invoice.,1
mycelium temperature grow paper thanks hello sensor.,0
I need help mycelium paper research hello.,0
billing address fee outstanding balance bank transfer wire transfer charge transaction.,1
grow VPD I need help thanks temperature paper humidity research.,0
sensor thanks humidity.,0
billing address account number charge due date bank transfer.,1
payment outstanding balance bank transfer account number credit card receipt billing address due date.,1
contamination I need help sensor how are you research.,0
wire transfer autopay fee.,1
fee payment transaction outstanding balance charge account number receipt.,1
I need help mycelium hello thanks humidity please grow.,0
contamination sensor thanks grow research how are you.,0
bank transfer autopay due date wire transfer invoice fee.,1
credit card outstanding balance due date fee billing address transaction.,1
thanks contamination mycelium.,0
receipt wire transfer account number transaction billing address invoice charge credit card.,1
billing address bank transfer invoice account number.,1
please hello temperature paper research study contamination.,0
study grow I need help thanks how are you mycelium VPD research.,0
how are you paper hello I need help.,0
transaction billing address charge fee account number.,1
mycelium temperature thanks grow sensor.,0
research please thanks mycelium hello.,0
outstanding balance billing address due date wire transfer.,1
invoice fee charge due date payment bank transfer wire transfer outstanding balance.,1
I need help research VPD contamination hello humidity temperature how are you.,0
wire transfer invoice account number payment receipt transaction fee billing address.,1
I need help sensor humidity thanks please hello study.,0
autopay payment wire transfer charge credit card due date.,1
paper how are you VPD humidity contamination study.,0
how are you research study sensor please.,0
outstanding balance account number credit card charge wire transfer bank transfer receipt.,1
thanks hello VPD sensor please.,0
study sensor grow please hello temperature how are you VPD.,0
autopay transaction due date payment charge wire transfer fee.,1
autopay outstanding balance transaction credit card wire transfer.,1
invoice payment due date wire transfer credit card bank transfer.,1
bank transfer receipt billing address payment autopay invoice charge account number.,1
temperature study thanks grow.,0
study sensor contamination I need help how are you.,0
paper grow thanks how are you mycelium.,0
sensor I need help mycelium humidity study research.,0
account number due date payment wire transfer invoice autopay billing address outstanding balance.,1
sensor research contamination temperature study thanks mycelium.,0
contamination hello temperature humidity thanks.,0
study sensor how are you mycelium paper hello.,0
credit card autopay bank transfer.,1
humidity paper temperature.,0
research humidity contamination paper study please grow.,0
VPD humidity paper contamination how are you mycelium please.,0
bank transfer autopay account number billing address receipt due date.,1
study contamination hello research temperature thanks VPD.,0
wire transfer transaction due date payment account number bank transfer.,1
bank transfer credit card invoice charge.,1
VPD temperature mycelium research.,0
payment transaction account number fee.,1
payment transaction account number bank transfer wire transfer billing address.,1
autopay invoice payment receipt wire transfer account number charge fee.,1
research contamination paper.,0
I need help VPD paper please temperature sensor grow research.,0
wire transfer outstanding balance transaction.,1
VPD research contamination paper sensor.,0
autopay bank transfer billing address transaction payment fee outstanding balance invoice.,1
bank transfer autopay credit card charge account number.,1
billing address payment invoice due date transaction.,1
paper humidity study research.,0
how are you I need help contamination please humidity study.,0
outstanding balance transaction wire transfer bank transfer payment receipt.,1
autopay wire transfer fee.,1
research sensor paper.,0
fee charge due date transaction invoice account number wire transfer credit card.,1
wire transfer fee transaction charge due date account number.,1
paper thanks how are you mycelium temperature contamination grow humidity.,0
contamination humidity research please I need help mycelium.,0
I need help sensor research thanks humidity.,0
contamination humidity paper VPD I need help research.,0
humidity study VPD temperature please.,0
outstanding balance fee billing address credit card.,1
grow temperature thanks humidity paper research VPD study.,0
how are you research grow VPD sensor contamination mycelium I need help.,0
research hello VPD how are you paper mycelium.,0
hello temperature study please.,0
account number wire transfer due date credit card autopay.,1
paper hello humidity I need help.,0
research VPD hello grow.,0
payment fee autopay charge outstanding balance billing address.,1
please VPD research humidity I need help hello.,0
mycelium study research temperature grow VPD.,0
hello humidity I need help.,0
contamination paper research sensor.,0
study temperature humidity research.,0
grow research contamination VPD paper please temperature I need help.,0
thanks temperature how are you study humidity VPD.,0
receipt invoice wire transfer.,1
VPD I need help thanks research contamination.,0
hello grow sensor humidity thanks.,0
due date bank transfer fee.,1
research temperature contamination.,0
credit card transaction fee charge bank transfer payment billing address wire transfer.,1
thanks VPD how are you paper.,0
receipt charge account number wire transfer.,1
grow please paper.,0
grow study paper I need help please contamination VPD sensor.,0
paper research temperature hello how are you grow sensor.,0
autopay fee account number outstanding balance.,1
temperature grow mycelium.,0
mycelium I need help VPD.,0
I need help hello VPD grow research temperature sensor contamination.,0
credit card autopay outstanding balance.,1
VPD how are you paper thanks study.,0
invoice autopay payment outstanding balance account number receipt billing address.,1
VPD paper humidity research.,0
temperature paper how are you humidity study thanks.,0
sensor humidity grow.,0
how are you study hello.,0
research I need help VPD how are you.,0
paper please I need help mycelium humidity sensor temperature.,0
bank transfer invoice receipt autopay payment charge.,1
temperature humidity contamination.,0
research humidity contamination.,0
humidity paper how are you.,0
study VPD how are you I need help temperature.,0
contamination how are you I need help sensor mycelium.,0
paper temperature hello sensor thanks VPD.,0
thanks humidity mycelium VPD.,0
autopay due date credit card wire transfer bank transfer.,1
charge wire transfer due date.,1
hello study contamination.,0
mycelium VPD paper how are you I need help please grow.,0
receipt autopay charge due date.,1
thanks please contamination I need help.,0
how are you thanks temperature contamination.,0
paper research VPD.,0
autopay charge payment credit card billing address wire transfer.,1
outstanding balance billing address fee.,1
grow study thanks temperature humidity please.,0
I need help contamination how are you.,0
grow sensor paper study.,0
autopay credit card billing address fee due date bank transfer charge.,1
thanks hello grow please humidity mycelium.,0
paper grow thanks temperature study.,0
transaction wire transfer bank transfer credit card account number charge.,1
thanks temperature contamination.,0
wire transfer credit card due date.,1
please I need help humidity temperature how are you research hello.,0
temperature hello contamination research mycelium humidity please.,0
VPD I need help study.,0
transaction autopay due date bank transfer receipt outstanding balance credit card.,1
transaction charge account number payment.,1
bank transfer charge invoice autopay outstanding balance due date.,1
thanks sensor study research contamination temperature humidity.,0
billing address transaction bank transfer invoice outstanding balance account number fee autopay.,1
grow please hello temperature paper.,0
study research grow mycelium sensor temperature hello.,0
autopay bank transfer payment.,1
VPD temperature I need help humidity research contamination study thanks.,0
temperature mycelium grow contamination study how are you.,0
I need help mycelium please VPD paper grow contamination.,0
research sensor contamination hello VPD thanks.,0
thanks please how are you VPD temperature I need help.,0
thanks study paper grow.,0
humidity paper how are you temperature please mycelium grow.,0
payment transaction autopay account number billing address outstanding balance due date bank transfer.,1
invoice outstanding balance wire transfer due date fee autopay.,1
temperature VPD hello contamination.,0
hello thanks I need help paper.,0
mycelium contamination paper temperature hello I need help how are you.,0
sensor contamination study research.,0
please paper mycelium contamination.,0
account number fee due date wire transfer.,1
VPD I need help thanks humidity temperature grow sensor how are you.,0
mycelium study thanks how are you.,0
please VPD paper.,0
mycelium paper thanks contamination how are you research sensor hello.,0
charge account number payment billing address transaction due date invoice.,1
autopay receipt charge account number bank transfer invoice wire transfer payment.,1
research study mycelium grow contamination temperature.,0
receipt due date credit card.,1
research please how are you I need help contamination VPD.,0
credit card outstanding balance invoice billing address fee charge.,1
charge invoice receipt.,1
please humidity research grow mycelium paper how are you thanks.,0
temperature contamination I need help research VPD mycelium.,0
grow contamination I need help temperature mycelium please humidity.,0
research VPD sensor thanks grow paper contamination.,0
credit card wire transfer fee bank transfer receipt due date.,1
how are you humidity please sensor thanks study research mycelium.,0
research VPD contamination humidity temperature.,0
invoice due date receipt autopay wire transfer payment account number outstanding balance.,1
receipt payment account number credit card outstanding balance bank transfer billing address.,1
hello humidity mycelium research contamination VPD I need help.,0
contamination hello research thanks temperature sensor study paper.,0
paper temperature research VPD.,0
please hello research contamination VPD.,0
billing address outstanding balance fee due date invoice bank transfer account number.,1
hello thanks how are you I need help mycelium grow temperature VPD.,0
please VPD hello humidity how are you temperature paper.,0
humidity paper VPD contamination grow.,0
paper I need help please contamination research.,0
receipt fee invoice credit card due date wire transfer.,1
payment charge wire transfer account number credit card bank transfer billing address.,1
I need help VPD research contamination study sensor mycelium.,0
sensor research please grow study temperature hello.,0
how are you I need help study mycelium temperature please.,0
billing address outstanding balance bank transfer receipt wire transfer charge invoice fee.,1
outstanding balance credit card payment receipt bank transfer.,1
VPD thanks sensor.,0
bank transfer outstanding balance fee credit card due date.,1
autopay outstanding balance transaction account number wire transfer fee credit card payment.,1
please paper study contamination.,0
due date account number payment billing address autopay.,1
temperature sensor contamination hello VPD humidity paper grow.,0
grow sensor contamination I need help paper thanks VPD.,0
mycelium please research contamination thanks.,0
VPD research mycelium.,0
VPD hello study grow mycelium thanks.,0
payment billing address charge transaction bank transfer invoice.,1
temperature please mycelium.,0
payment bank transfer account number fee credit card due date autopay.,1
I need help sensor contamination grow.,0
thanks sensor mycelium please research.,0
research grow paper mycelium I need help sensor thanks VPD.,0
temperature please how are you humidity I need help paper VPD.,0
wire transfer receipt outstanding balance due date autopay transaction.,1
thanks mycelium sensor.,0
study paper temperature VPD.,0
humidity grow research sensor I need help temperature VPD.,0
invoice receipt payment due date wire transfer outstanding balance credit card.,1
wire transfer autopay payment transaction bank transfer credit card.,1
bank transfer charge account number credit card wire transfer.,1
mycelium how are you grow.,0
contamination please study research temperature VPD thanks I need help.,0
grow temperature VPD sensor humidity.,0
mycelium contamination I need help.,0
temperature thanks paper study grow mycelium.,0
contamination study mycelium how are you humidity thanks grow please.,0
grow temperature I need help humidity research.,0
temperature mycelium I need help sensor grow contamination VPD.,0
receipt due date account number invoice billing address outstanding balance.,1
I need help humidity paper research how are you please thanks mycelium.,0
how are you study sensor.,0
invoice wire transfer receipt charge payment fee credit card.,1
thanks how are you temperature mycelium I need help please contamination.,0
credit card transaction autopay due date billing address charge fee invoice.,1
temperature grow paper.,0
sensor paper VPD I need help research study.,0
billing address charge due date fee.,1
transaction autopay billing address account number fee receipt credit card.,1
transaction charge outstanding balance payment wire transfer.,1
grow mycelium I need help thanks research.,0
hello VPD research.,0
grow I need help sensor VPD.,0
humidity sensor research.,0
credit card invoice receipt wire transfer fee outstanding balance.,1
VPD grow please.,0
charge receipt account number outstanding balance due date billing address.,1
please I need help how are you mycelium temperature study.,0
